option,type,file
ARCH_HAS_SYNC_CORE_BEFORE_USERMODE,bool,init/Kconfig
VIDEO_AM437X_VPFE,tristate,drivers/media/platform/am437x/Kconfig
SENSORS_TMP103,tristate,drivers/hwmon/Kconfig
NLS_MAC_GAELIC,tristate,fs/nls/Kconfig
PWM_IMX_TPM,tristate,drivers/pwm/Kconfig
CPU_FREQ_GOV_USERSPACE,tristate,drivers/cpufreq/Kconfig
FTRACE_SYSCALLS,bool,kernel/trace/Kconfig
IMG_ASCII_LCD,tristate,drivers/auxdisplay/Kconfig
SND_SOC_MT2701_WM8960,tristate,sound/soc/mediatek/Kconfig
AS_TPAUSE,bool,arch/x86/Kconfig.assembler
SND_SOC_TSCS42XX,tristate,sound/soc/codecs/Kconfig
SND_CA0106,tristate,sound/pci/Kconfig
VIDEO_VIA_CAMERA,tristate,drivers/media/platform/Kconfig
53C700_LE_ON_BE,bool,drivers/scsi/Kconfig
LOG_CPU_MAX_BUF_SHIFT,integer,init/Kconfig
VIDEO_SAA6752HS,tristate,drivers/media/i2c/Kconfig
FSL_ENETC_MDIO,tristate,drivers/net/ethernet/freescale/enetc/Kconfig
NF_DUP_IPV4,tristate,net/ipv4/netfilter/Kconfig
XEN_PVHVM_SMP,bool,arch/x86/xen/Kconfig
GPIO_LOONGSON,bool,drivers/gpio/Kconfig
BLK_DEV_DM_BUILTIN,bool,drivers/md/Kconfig
MTD_LPDDR2_NVM,tristate,drivers/mtd/lpddr/Kconfig
INTEL_CHTDC_TI_PWRBTN,tristate,drivers/platform/x86/Kconfig
HID_FT260,tristate,drivers/hid/Kconfig
RPR0521,tristate,drivers/iio/light/Kconfig
HMC425,tristate,drivers/iio/amplifiers/Kconfig
COMEDI_FL512,tristate,drivers/comedi/Kconfig
USB_SERIAL_IPW,tristate,drivers/usb/serial/Kconfig
I2C_PIIX4,tristate,drivers/i2c/busses/Kconfig
BRCMSTB_DPFE,bool,drivers/memory/Kconfig
EDAC_I7300,tristate,drivers/edac/Kconfig
SND_OPTI92X_AD1848,tristate,sound/isa/Kconfig
SOC_TEGRA_FLOWCTRL,bool,drivers/soc/tegra/Kconfig
USB_HCD_SSB,tristate,drivers/usb/host/Kconfig
DRM_SUN8I_TCON_TOP,tristate,drivers/gpu/drm/sun4i/Kconfig
INTEL_SOC_DTS_THERMAL,tristate,drivers/thermal/intel/Kconfig
ARCNET_COM20020_PCI,tristate,drivers/net/arcnet/Kconfig
EFI_VARS_PSTORE_DEFAULT_DISABLE,bool,drivers/firmware/efi/Kconfig
FB_G364,bool,drivers/video/fbdev/Kconfig
NVMEM_ZYNQMP,bool,drivers/nvmem/Kconfig
PWRSEQ_SD8787,tristate,drivers/mmc/core/Kconfig
SERIAL_UARTLITE,tristate,drivers/tty/serial/Kconfig
PCIEAER_INJECT,tristate,drivers/pci/pcie/Kconfig
GPIO_IXP4XX,bool,drivers/gpio/Kconfig
GPIO_EM,tristate,drivers/gpio/Kconfig
INET_IPCOMP,tristate,net/ipv4/Kconfig
KERNEL_LZMA,bool,init/Kconfig
SENSORS_FSCHMD,tristate,drivers/hwmon/Kconfig
TASKS_RCU,bool,kernel/rcu/Kconfig
FSL_USB2_OTG,tristate,drivers/usb/phy/Kconfig
INTEL_RAPL_CORE,tristate,drivers/powercap/Kconfig
OF_NET,bool,drivers/of/Kconfig
ROCKCHIP_LVDS,bool,drivers/gpu/drm/rockchip/Kconfig
VGA_ARB_MAX_GPUS,integer,drivers/gpu/vga/Kconfig
DVB_USB_DIB0700,tristate,drivers/media/usb/dvb-usb/Kconfig
TOUCHSCREEN_FUJITSU,tristate,drivers/input/touchscreen/Kconfig
CCWGROUP,tristate,drivers/s390/net/Kconfig
PCMCIA,tristate,drivers/pcmcia/Kconfig
XEN_BLKDEV_BACKEND,tristate,drivers/block/Kconfig
MMC_SDHCI_PXAV2,tristate,drivers/mmc/host/Kconfig
DEFAULT_PFIFO_FAST,bool,net/sched/Kconfig
SND_SOC_RT5514_SPI,tristate,sound/soc/codecs/Kconfig
PINCTRL_MTK_MOORE,bool,drivers/pinctrl/mediatek/Kconfig
GENERIC_PINCONF,bool,drivers/pinctrl/Kconfig
HNS_MDIO,tristate,drivers/net/ethernet/hisilicon/Kconfig
ARMADA_38X_CLK,bool,drivers/clk/mvebu/Kconfig
ARM_ARCH_TIMER,bool,drivers/clocksource/Kconfig
CAN_PEAK_USB,tristate,drivers/net/can/usb/Kconfig
DEBUG_SG,bool,lib/Kconfig.debug
COMMON_CLK_MT2712_VENCSYS,bool,drivers/clk/mediatek/Kconfig
MXC_CLK,tristate,drivers/clk/imx/Kconfig
RTC_DRV_MESON,tristate,drivers/rtc/Kconfig
LTO_CLANG_THIN,bool,arch/Kconfig
DRM_OMAP,tristate,drivers/gpu/drm/omapdrm/Kconfig
BT_HCIBLUECARD,tristate,drivers/bluetooth/Kconfig
SND_MESON_AXG_FRDDR,tristate,sound/soc/meson/Kconfig
JFFS2_FS_XATTR,bool,fs/jffs2/Kconfig
XILLYBUS_PCIE,tristate,drivers/char/xillybus/Kconfig
CROS_EC_RPMSG,tristate,drivers/platform/chrome/Kconfig
EVENT_TRACING,bool,kernel/trace/Kconfig
FB_LOGO_EXTRA,bool,drivers/video/logo/Kconfig
PINCTRL_BCM6362,bool,drivers/pinctrl/bcm/Kconfig
FAIL_IO_TIMEOUT,bool,lib/Kconfig.debug
MFD_MX25_TSADC,tristate,drivers/mfd/Kconfig
PAGE_TABLE_ISOLATION,bool,security/Kconfig
MFD_INTEL_LPSS,tristate,drivers/mfd/Kconfig
GPIO_GE_FPGA,bool,drivers/gpio/Kconfig
SERIAL_SUNSAB,tristate,drivers/tty/serial/Kconfig
CRYPTO_DEV_HISI_SEC,tristate,drivers/crypto/hisilicon/Kconfig
SND_ENS1370,tristate,sound/pci/Kconfig
AD7476,tristate,drivers/iio/adc/Kconfig
ASYNC_PQ,tristate,crypto/async_tx/Kconfig
CRYPTO_ACOMP,tristate,crypto/Kconfig
HID_KEYTOUCH,tristate,drivers/hid/Kconfig
PINCTRL_EXYNOS_ARM,bool,drivers/pinctrl/samsung/Kconfig
AFS_DEBUG_CURSOR,bool,fs/afs/Kconfig
SND_SOC_EUKREA_TLV320,tristate,sound/soc/fsl/Kconfig
AS_SHA1_NI,bool,arch/x86/Kconfig.assembler
HID_CYPRESS,tristate,drivers/hid/Kconfig
N_GSM,tristate,drivers/tty/Kconfig
NFS_V4_2_SSC_HELPER,bool,fs/Kconfig
ARCH_HAS_BINFMT_FLAT,bool,fs/Kconfig.binfmt
STM32_DMA,bool,drivers/dma/Kconfig
REGULATOR_LM363X,tristate,drivers/regulator/Kconfig
SG_POOL,bool,lib/Kconfig
BRIDGE_EBT_LIMIT,tristate,net/bridge/netfilter/Kconfig
SURFACE_PRO3_BUTTON,tristate,drivers/platform/surface/Kconfig
GOLDFISH_PIC,bool,drivers/irqchip/Kconfig
DRM_KMS_HELPER,tristate,drivers/gpu/drm/Kconfig
DEBUG_OBJECTS_TIMERS,bool,lib/Kconfig.debug
MTK_HSDMA,tristate,drivers/dma/mediatek/Kconfig
SND_SOC_OMAP3_TWL4030,tristate,sound/soc/ti/Kconfig
SERIAL_SUNSU_CONSOLE,bool,drivers/tty/serial/Kconfig
SERIAL_IPOCTAL,tristate,drivers/ipack/devices/Kconfig
NET_VENDOR_PACKET_ENGINES,bool,drivers/net/ethernet/packetengines/Kconfig
DRM_PANEL_RASPBERRYPI_TOUCHSCREEN,tristate,drivers/gpu/drm/panel/Kconfig
SND_SOC_TEGRA_RT5640,tristate,sound/soc/tegra/Kconfig
COSA,tristate,drivers/net/wan/Kconfig
IPW2200_PROMISCUOUS,bool,drivers/net/wireless/intel/ipw2x00/Kconfig
SATA_GEMINI,tristate,drivers/ata/Kconfig
DMA_COHERENT_POOL,bool,kernel/dma/Kconfig
ARM_ALLWINNER_SUN50I_CPUFREQ_NVMEM,tristate,drivers/cpufreq/Kconfig.arm
MFD_INTEL_PMT,tristate,drivers/mfd/Kconfig
SYSFS_DEPRECATED,bool,init/Kconfig
PWM_SIFIVE,tristate,drivers/pwm/Kconfig
NF_SOCKET_IPV6,tristate,net/ipv6/netfilter/Kconfig
GCC_PLUGIN_RANDSTRUCT_PERFORMANCE,bool,scripts/gcc-plugins/Kconfig
OCFS2_FS_USERSPACE_CLUSTER,tristate,fs/ocfs2/Kconfig
SENSORS_LOCHNAGAR,tristate,drivers/hwmon/Kconfig
INTEL_BXTWC_PMIC_TMU,tristate,drivers/platform/x86/Kconfig
MMC_SDHCI_OF_DWCMSHC,tristate,drivers/mmc/host/Kconfig
W1_SLAVE_DS2433_CRC,bool,drivers/w1/slaves/Kconfig
INIT_ON_ALLOC_DEFAULT_ON,bool,security/Kconfig.hardening
IMA_READ_POLICY,bool,security/integrity/ima/Kconfig
VIDEO_MEDIATEK_JPEG,tristate,drivers/media/platform/Kconfig
PINCTRL_TIGERLAKE,tristate,drivers/pinctrl/intel/Kconfig
SERIAL_VT8500_CONSOLE,bool,drivers/tty/serial/Kconfig
COMEDI_ADL_PCI9111,tristate,drivers/comedi/Kconfig
ATA_OVER_ETH,tristate,drivers/block/Kconfig
BLK_MQ_PCI,bool,block/Kconfig
HTC_EGPIO,bool,drivers/gpio/Kconfig
SPI_MXIC,tristate,drivers/spi/Kconfig
USB_NET_PLUSB,tristate,drivers/net/usb/Kconfig
SND_SOC_TDA7419,tristate,sound/soc/codecs/Kconfig
VIDEO_SAA711X,tristate,drivers/media/i2c/Kconfig
CLK_EMEV2,bool,drivers/clk/renesas/Kconfig
RTL8192C_COMMON,tristate,drivers/net/wireless/realtek/rtlwifi/Kconfig
REGULATOR_PWM,tristate,drivers/regulator/Kconfig
CRYPTO_LIB_CURVE25519,tristate,lib/crypto/Kconfig
QCOM_FASTRPC,tristate,drivers/misc/Kconfig
ROCKCHIP_GRF,bool,drivers/soc/rockchip/Kconfig
MFD_WM831X_SPI,bool,drivers/mfd/Kconfig
SENSORS_LM95234,tristate,drivers/hwmon/Kconfig
ADXL372,tristate,drivers/iio/accel/Kconfig
VIDEO_TW9910,tristate,drivers/media/i2c/Kconfig
MEN_A21_WDT,tristate,drivers/watchdog/Kconfig
SND_ATMEL_AC97C,tristate,sound/atmel/Kconfig
PREEMPT_VOLUNTARY,bool,kernel/Kconfig.preempt
MILBEAUT_XDMAC,tristate,drivers/dma/Kconfig
CPU_FREQ_THERMAL,bool,drivers/thermal/Kconfig
DVB_BUDGET_CORE,tristate,drivers/media/pci/ttpci/Kconfig
NLS_ISO8859_1,tristate,fs/nls/Kconfig
MFD_WM8400,bool,drivers/mfd/Kconfig
MTD_INTEL_VR_NOR,tristate,drivers/mtd/maps/Kconfig
IIO_DUMMY_EVGEN,tristate,drivers/iio/dummy/Kconfig
TOUCHSCREEN_WDT87XX_I2C,tristate,drivers/input/touchscreen/Kconfig
MACINTOSH_DRIVERS,bool,drivers/macintosh/Kconfig
NFC,tristate,net/nfc/Kconfig
BLK_DEV_RNBD,bool,drivers/block/rnbd/Kconfig
NOMMU_INITIAL_TRIM_EXCESS,integer,mm/Kconfig
ALX,tristate,drivers/net/ethernet/atheros/Kconfig
MTD_LART,tristate,drivers/mtd/devices/Kconfig
CIFS_FSCACHE,bool,fs/cifs/Kconfig
R8169,tristate,drivers/net/ethernet/realtek/Kconfig
ATOMIC64_SELFTEST,tristate,lib/Kconfig.debug
MAX30102,tristate,drivers/iio/health/Kconfig
PCI_STUB,tristate,drivers/pci/Kconfig
TCP_CONG_HYBLA,tristate,net/ipv4/Kconfig
CRYPTO_DRBG_CTR,bool,crypto/Kconfig
HAVE_ATOMIC_IOMAP,bool,arch/x86/Kconfig
MMC_SDHI,tristate,drivers/mmc/host/Kconfig
SDM_GCC_845,tristate,drivers/clk/qcom/Kconfig
PINCTRL_MTK,bool,drivers/pinctrl/mediatek/Kconfig
DRM_I2C_NXP_TDA998X,tristate,drivers/gpu/drm/i2c/Kconfig
MMC_CQHCI,tristate,drivers/mmc/host/Kconfig
HID_KENSINGTON,tristate,drivers/hid/Kconfig
CLK_RK3568,tristate,drivers/clk/rockchip/Kconfig
RTC_DRV_LPC32XX,tristate,drivers/rtc/Kconfig
SND_SOC_RT700,tristate,sound/soc/codecs/Kconfig
SND_SOC_SOF_STRICT_ABI_CHECKS,bool,sound/soc/sof/Kconfig
AGP_ALI,tristate,drivers/char/agp/Kconfig
BLK_DEV_CS5535,tristate,drivers/ide/Kconfig
USB_EHCI_HCD,tristate,drivers/usb/host/Kconfig
SPI_TEGRA114,tristate,drivers/spi/Kconfig
MCORE2,bool,arch/x86/Kconfig.cpu
BATTERY_DS2760,tristate,drivers/power/supply/Kconfig
SND_SOC_ADAU1977,tristate,sound/soc/codecs/Kconfig
RADIO_TRUST_PORT,hex,drivers/media/radio/Kconfig
TEXTSEARCH_BM,tristate,lib/Kconfig
SENSORS_HMC5843_I2C,tristate,drivers/iio/magnetometer/Kconfig
CHARGER_BQ25890,tristate,drivers/power/supply/Kconfig
MFD_MP2629,tristate,drivers/mfd/Kconfig
FUJITSU_ES,tristate,drivers/net/Kconfig
FS_IOMAP,bool,fs/Kconfig
8139TOO,tristate,drivers/net/ethernet/realtek/Kconfig
INIT_STACK_ALL_PATTERN,bool,security/Kconfig.hardening
JFS_SECURITY,bool,fs/jfs/Kconfig
PWM_ATMEL_TCB,tristate,drivers/pwm/Kconfig
SND_SOC_TLV320AIC32X4_I2C,tristate,sound/soc/codecs/Kconfig
PCI_EPF_NTB,tristate,drivers/pci/endpoint/functions/Kconfig
AFS_FSCACHE,bool,fs/afs/Kconfig
MOUSE_PXA930_TRKBALL,tristate,drivers/input/mouse/Kconfig
QETH_OSN,bool,drivers/s390/net/Kconfig
NF_CONNTRACK_PROCFS,bool,net/netfilter/Kconfig
SND_PDAUDIOCF,tristate,sound/pcmcia/Kconfig
NLS_MAC_INUIT,tristate,fs/nls/Kconfig
BACKLIGHT_TOSA,tristate,drivers/video/backlight/Kconfig
PHY_QCOM_USB_HS,tristate,drivers/phy/qualcomm/Kconfig
EXYNOS_5410_COMMON_CLK,bool,drivers/clk/samsung/Kconfig
MFD_SIMPLE_MFD_I2C,tristate,drivers/mfd/Kconfig
LTO_CLANG_FULL,bool,arch/Kconfig
DEBUG_FS_ALLOW_NONE,bool,lib/Kconfig.debug
BT_HCIUART_LL,bool,drivers/bluetooth/Kconfig
ATM_NICSTAR_USE_SUNI,bool,drivers/atm/Kconfig
HAVE_EISA,bool,drivers/eisa/Kconfig
HID_ZYDACRON,tristate,drivers/hid/Kconfig
REGULATOR_LP8755,tristate,drivers/regulator/Kconfig
PPP_MPPE,tristate,drivers/net/ppp/Kconfig
OMAP_OCP2SCP,tristate,drivers/bus/Kconfig
CAN_CALC_BITTIMING,bool,drivers/net/can/Kconfig
NFSD_V4_2_INTER_SSC,bool,fs/nfsd/Kconfig
HID_SENSOR_ACCEL_3D,tristate,drivers/iio/accel/Kconfig
DE2104X,tristate,drivers/net/ethernet/dec/tulip/Kconfig
ARM_ARMADA_37XX_CPUFREQ,tristate,drivers/cpufreq/Kconfig.arm
KXSD9_I2C,tristate,drivers/iio/accel/Kconfig
ISA_BUS_API,bool,arch/Kconfig
MEMORY_HOTPLUG,bool,mm/Kconfig
SECURITY_APPARMOR_KUNIT_TEST,bool,security/apparmor/Kconfig
VIDEO_ROCKCHIP_RGA,tristate,drivers/media/platform/Kconfig
VMD,tristate,drivers/pci/controller/Kconfig
PINCTRL_SUN9I_A80_R,bool,drivers/pinctrl/sunxi/Kconfig
SND_PCM_OSS,tristate,sound/core/Kconfig
DVB_B2C2_FLEXCOP,tristate,drivers/media/common/b2c2/Kconfig
QCOM_SMD_RPM,tristate,drivers/soc/qcom/Kconfig
RD_ZSTD,bool,usr/Kconfig
IOMMU_DEBUG,bool,arch/x86/Kconfig.debug
MOST_VIDEO,tristate,drivers/staging/most/video/Kconfig
USB_NET_SR9700,tristate,drivers/net/usb/Kconfig
HOTPLUG_PCI_ACPI,bool,drivers/pci/hotplug/Kconfig
FSL_PQ_MDIO,tristate,drivers/net/ethernet/freescale/Kconfig
PINCTRL_PFC_R8A7743,bool,drivers/pinctrl/renesas/Kconfig
SND_MESON_AXG_TODDR,tristate,sound/soc/meson/Kconfig
SND_SOC_ADAU1372,tristate,sound/soc/codecs/Kconfig
I2C_RIIC,tristate,drivers/i2c/busses/Kconfig
MFD_TQMX86,tristate,drivers/mfd/Kconfig
SATA_ZPODD,bool,drivers/ata/Kconfig
HID_CMEDIA,tristate,drivers/hid/Kconfig
BCMA_DEBUG,bool,drivers/bcma/Kconfig
SND_SOC_WM8960,tristate,sound/soc/codecs/Kconfig
SND_ATMEL_SOC_WM8904,tristate,sound/soc/atmel/Kconfig
PINCTRL_ARMADA_39X,bool,drivers/pinctrl/mvebu/Kconfig
RFKILL,tristate,net/rfkill/Kconfig
SND_MESON_AXG_TDM_INTERFACE,tristate,sound/soc/meson/Kconfig
AD5272,tristate,drivers/iio/potentiometer/Kconfig
VIDEO_TVP5150,tristate,drivers/media/i2c/Kconfig
MEDIA_TUNER_FC0012,tristate,drivers/media/tuners/Kconfig
IR_SUNXI,tristate,drivers/media/rc/Kconfig
MT7915E,tristate,drivers/net/wireless/mediatek/mt76/mt7915/Kconfig
NETDEVICES,bool,drivers/net/Kconfig
ISA_BUS,bool,arch/x86/Kconfig
TEGRA_BPMP_THERMAL,tristate,drivers/thermal/tegra/Kconfig
NET_KEY,tristate,net/xfrm/Kconfig
VIDEO_ADV7180,tristate,drivers/media/i2c/Kconfig
SMS_SIANO_MDTV,tristate,drivers/media/common/siano/Kconfig
ACORN_PARTITION_RISCIX,bool,block/partitions/Kconfig
FB_OMAP4_DSS_HDMI,bool,drivers/video/fbdev/omap2/omapfb/dss/Kconfig
HAVE_CONTEXT_TRACKING,bool,arch/Kconfig
LOCKDEP_SMALL,bool,lib/Kconfig.debug
EXTCON_INTEL_MRFLD,tristate,drivers/extcon/Kconfig
SND_SOC_WCD9335,tristate,sound/soc/codecs/Kconfig
IP6_NF_TARGET_HL,tristate,net/ipv6/netfilter/Kconfig
IDE_GD_ATAPI,bool,drivers/ide/Kconfig
CLKSRC_I8253,bool,drivers/clocksource/Kconfig
HNS3_HCLGEVF,tristate,drivers/net/ethernet/hisilicon/Kconfig
ADXL345_SPI,tristate,drivers/iio/accel/Kconfig
ROCKCHIP_MBOX,bool,drivers/mailbox/Kconfig
TOUCHSCREEN_WM97XX_MAINSTONE,tristate,drivers/input/touchscreen/Kconfig
NETFILTER_CONNCOUNT,tristate,net/netfilter/Kconfig
SND_SOC_SOF_DEBUG_IPC_FLOOD_TEST,bool,sound/soc/sof/Kconfig
ATM_IDT77252_USE_SUNI,bool,drivers/atm/Kconfig
SND_OPL3_LIB_SEQ,tristate,sound/drivers/Kconfig
INITRAMFS_ROOT_GID,integer,usr/Kconfig
ARCH_HAS_KCOV,bool,lib/Kconfig.debug
VIDEO_RCAR_VIN,tristate,drivers/media/platform/rcar-vin/Kconfig
CGROUP_FREEZER,bool,init/Kconfig
VIDEO_UPD64083,tristate,drivers/media/i2c/Kconfig
DW_APB_TIMER_OF,bool,drivers/clocksource/Kconfig
SPI_SUN6I,tristate,drivers/spi/Kconfig
SERIAL_ALTERA_JTAGUART,tristate,drivers/tty/serial/Kconfig
TOUCHSCREEN_MELFAS_MIP4,tristate,drivers/input/touchscreen/Kconfig
HAVE_ARCH_STACKLEAK,bool,arch/Kconfig
MMC_MXS,tristate,drivers/mmc/host/Kconfig
SND_PXA2XX_SOC_POODLE,tristate,sound/soc/pxa/Kconfig
EVENTFD,bool,init/Kconfig
CRYPTO_DEV_PADLOCK_SHA,tristate,drivers/crypto/Kconfig
USB_MTU3,tristate,drivers/usb/mtu3/Kconfig
SPI_DESIGNWARE,tristate,drivers/spi/Kconfig
MMC_JZ4740,tristate,drivers/mmc/host/Kconfig
LOCKDEP_BITS,integer,lib/Kconfig.debug
SUN50I_A100_R_CCU,bool,drivers/clk/sunxi-ng/Kconfig
MTD_CK804XROM,tristate,drivers/mtd/maps/Kconfig
PARIDE_PD,tristate,drivers/block/paride/Kconfig
GPIO_TPS65218,tristate,drivers/gpio/Kconfig
MFD_ALTERA_A10SR,bool,drivers/mfd/Kconfig
LEDS_ARIEL,tristate,drivers/leds/Kconfig
PHY_SUN4I_USB,tristate,drivers/phy/allwinner/Kconfig
RTL8192CE,tristate,drivers/net/wireless/realtek/rtlwifi/Kconfig
DEBUG_RWSEMS,bool,lib/Kconfig.debug
WAN,bool,drivers/net/wan/Kconfig
OCTEONTX2_VF,tristate,drivers/net/ethernet/marvell/octeontx2/Kconfig
VLAN_8021Q_MVRP,bool,net/8021q/Kconfig
RTL8821AE,tristate,drivers/net/wireless/realtek/rtlwifi/Kconfig
FS_POSIX_ACL,bool,fs/Kconfig
ADXRS290,tristate,drivers/iio/gyro/Kconfig
RTC_DRV_BD70528,tristate,drivers/rtc/Kconfig
IPV6_SIT,tristate,net/ipv6/Kconfig
REGULATOR_TPS65912,tristate,drivers/regulator/Kconfig
SND_SOC_SAMSUNG,tristate,sound/soc/samsung/Kconfig
PINCTRL_STN8815,bool,drivers/pinctrl/nomadik/Kconfig
SERIAL_AR933X_CONSOLE,bool,drivers/tty/serial/Kconfig
QTNFMAC_PCIE,tristate,drivers/net/wireless/quantenna/qtnfmac/Kconfig
EEPROM_EE1004,tristate,drivers/misc/eeprom/Kconfig
XFRM,bool,net/xfrm/Kconfig
GPIO_FTGPIO010,bool,drivers/gpio/Kconfig
ATH6KL_DEBUG,bool,drivers/net/wireless/ath/ath6kl/Kconfig
SENSORS_K8TEMP,tristate,drivers/hwmon/Kconfig
SND_SOC_BT_SCO,tristate,sound/soc/codecs/Kconfig
ASYNC_TX_DMA,bool,drivers/dma/Kconfig
HAVE_S3C_RTC,bool,drivers/rtc/Kconfig
COMEDI_DAS16,tristate,drivers/comedi/Kconfig
CAIF_USB,tristate,net/caif/Kconfig
ARCH_HAS_PMEM_API,bool,lib/Kconfig
USB_F_UAC2,tristate,drivers/usb/gadget/Kconfig
DRM_MCDE,tristate,drivers/gpu/drm/mcde/Kconfig
BCM2835_POWER,bool,drivers/soc/bcm/Kconfig
QCOM_PIL_INFO,tristate,drivers/remoteproc/Kconfig
LINEAR_RANGES,tristate,lib/Kconfig
ROADRUNNER_LARGE_RINGS,bool,drivers/net/hippi/Kconfig
MMC_CAVIUM_THUNDERX,tristate,drivers/mmc/host/Kconfig
ARCH_HAS_DMA_MAP_DIRECT,bool,kernel/dma/Kconfig
DM_UNSTRIPED,tristate,drivers/md/Kconfig
HAVE_KPROBES_ON_FTRACE,bool,arch/Kconfig
REGULATOR_PV88090,tristate,drivers/regulator/Kconfig
IP_SET_HASH_IP,tristate,net/netfilter/ipset/Kconfig
SND_EP93XX_SOC_SNAPPERCL15,tristate,sound/soc/cirrus/Kconfig
TINYDRM_ST7586,tristate,drivers/gpu/drm/tiny/Kconfig
YENTA_TOSHIBA,bool,drivers/pcmcia/Kconfig
PHY_STIH407_USB,tristate,drivers/phy/st/Kconfig
SND_SOC_DAVINCI_MCASP,tristate,sound/soc/ti/Kconfig
USB_MR800,tristate,drivers/media/radio/Kconfig
JOYSTICK_AS5011,tristate,drivers/input/joystick/Kconfig
VIDEO_OV5695,tristate,drivers/media/i2c/Kconfig
INPUT_RB532_BUTTON,tristate,drivers/input/misc/Kconfig
AIRO,tristate,drivers/net/wireless/cisco/Kconfig
CRYPTO_CHACHA_MIPS,tristate,crypto/Kconfig
SERIAL_MPC52xx_CONSOLE_BAUD,integer,drivers/tty/serial/Kconfig
MTD_NETtel,tristate,drivers/mtd/maps/Kconfig
SND_CTL_VALIDATION,bool,sound/core/Kconfig
MFD_VX855,tristate,drivers/mfd/Kconfig
SERIAL_8250_CONSOLE,bool,drivers/tty/serial/8250/Kconfig
ACPI_TINY_POWER_BUTTON_SIGNAL,integer,drivers/acpi/Kconfig
SYSC_RMOBILE,bool,drivers/soc/renesas/Kconfig
IPV6_MULTIPLE_TABLES,bool,net/ipv6/Kconfig
USB_ANNOUNCE_NEW_DEVICES,bool,drivers/usb/core/Kconfig
USB_SERIAL_WHITEHEAT,tristate,drivers/usb/serial/Kconfig
NET_CLS_ROUTE4,tristate,net/sched/Kconfig
DMA_MAP_BENCHMARK,bool,kernel/dma/Kconfig
VIDEO_TVP514X,tristate,drivers/media/i2c/Kconfig
NET_DSA_XRS700X_MDIO,tristate,drivers/net/dsa/xrs700x/Kconfig
JUMP_LABEL,bool,arch/Kconfig
SND_SOC_SOF_IMX8M,tristate,sound/soc/sof/imx/Kconfig
SND_SOC_WM9081,tristate,sound/soc/codecs/Kconfig
HPLANCE,tristate,drivers/net/ethernet/amd/Kconfig
HID_UDRAW_PS3,tristate,drivers/hid/Kconfig
PCMCIA_FMVJ18X,tristate,drivers/net/ethernet/fujitsu/Kconfig
FSL_XGMAC_MDIO,tristate,drivers/net/ethernet/freescale/Kconfig
KEYBOARD_QT1070,tristate,drivers/input/keyboard/Kconfig
PINCTRL_INGENIC,bool,drivers/pinctrl/Kconfig
ARCH_HAS_TEARDOWN_DMA_OPS,bool,kernel/dma/Kconfig
DRM_TI_SN65DSI86,tristate,drivers/gpu/drm/bridge/Kconfig
I2C_OWL,tristate,drivers/i2c/busses/Kconfig
MFD_KEMPLD,tristate,drivers/mfd/Kconfig
USB_NET2272,tristate,drivers/usb/gadget/udc/Kconfig
OVERLAY_FS,tristate,fs/overlayfs/Kconfig
DRM_RADEON_USERPTR,bool,drivers/gpu/drm/radeon/Kconfig
PINCTRL_IMX_SCU,tristate,drivers/pinctrl/freescale/Kconfig
IP_SET_HASH_NETPORT,tristate,net/netfilter/ipset/Kconfig
CIFS_ALLOW_INSECURE_LEGACY,bool,fs/cifs/Kconfig
QCS_Q6SSTOP_404,tristate,drivers/clk/qcom/Kconfig
RTC_DRV_STMP,tristate,drivers/rtc/Kconfig
TCG_INFINEON,tristate,drivers/char/tpm/Kconfig
ULTRA,tristate,drivers/net/ethernet/8390/Kconfig
HW_RANDOM_ST,tristate,drivers/char/hw_random/Kconfig
ATH9K_HTC,tristate,drivers/net/wireless/ath/ath9k/Kconfig
MMP_PDMA,tristate,drivers/dma/Kconfig
HEADERS_INSTALL,bool,lib/Kconfig.debug
USB_UHCI_PLATFORM,bool,drivers/usb/host/Kconfig
IP_VS_DH,tristate,net/netfilter/ipvs/Kconfig
SND_SOC_WM8753,tristate,sound/soc/codecs/Kconfig
SND_AZT2320,tristate,sound/isa/Kconfig
GPIO_XILINX,tristate,drivers/gpio/Kconfig
PINCTRL_UNIPHIER_PRO5,bool,drivers/pinctrl/uniphier/Kconfig
QCOM_IOMMU,bool,drivers/iommu/Kconfig
BRCMFMAC_PROTO_MSGBUF,bool,drivers/net/wireless/broadcom/brcm80211/brcmfmac/Kconfig
AX25_DAMA_SLAVE,bool,net/ax25/Kconfig
AD5380,tristate,drivers/iio/dac/Kconfig
RT2800PCI_RT3290,bool,drivers/net/wireless/ralink/rt2x00/Kconfig
JFFS2_CMODE_SIZE,bool,fs/jffs2/Kconfig
VIDEO_MEM2MEM_DEINTERLACE,tristate,drivers/media/platform/Kconfig
FAULT_INJECTION_STACKTRACE_FILTER,bool,lib/Kconfig.debug
CLKSRC_DBX500_PRCMU,bool,drivers/clocksource/Kconfig
RADIO_WL128X,tristate,drivers/media/radio/wl128x/Kconfig
MVIAC3_2,bool,arch/x86/Kconfig.cpu
ARM_MHU_V2,tristate,drivers/mailbox/Kconfig
COMMON_CLK_CS2000_CP,tristate,drivers/clk/Kconfig
SND_SOC_ADAV803,tristate,sound/soc/codecs/Kconfig
SPARC_US3_CPUFREQ,tristate,drivers/cpufreq/Kconfig
DA311,tristate,drivers/iio/accel/Kconfig
